<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PEO,60,20230206,100000,92.94,93.08,91.74,92.26,75060,0
PEO,60,20230206,110000,92.2,92.24,91.2,91.36,106303,0
PEO,60,20230206,120000,91.3,91.36,90.66,90.92,98656,0
PEO,60,20230206,130000,91,91.28,90.72,91.24,99244,0
PEO,60,20230206,140000,91.26,91.62,91.18,91.48,45482,0
PEO,60,20230206,150000,91.48,91.52,90.88,91.1,61122,0
PEO,60,20230206,160000,91.1,91.18,90.5,90.84,82000,0
PEO,60,20230206,170000,90.8,91.34,90.28,91,289735,0
PEO,60,20230207,100000,91.68,92.38,90.92,91,100246,0
PEO,60,20230207,110000,90.94,91.84,90.9,91.74,56633,0
PEO,60,20230207,120000,91.72,91.78,91.36,91.62,32077,0
PEO,60,20230207,130000,91.6,91.6,91.02,91.14,46883,0
PEO,60,20230207,140000,91.16,91.5,91.06,91.14,68565,0
PEO,60,20230207,150000,91.14,91.14,90.66,90.86,92372,0
PEO,60,20230207,160000,90.92,91,90.5,90.8,42552,0
PEO,60,20230207,170000,90.78,91.2,90.48,91.2,225627,0
PEO,60,20230208,100000,91.98,92.02,91.4,91.9,52028,0
PEO,60,20230208,110000,91.9,92.2,91.48,91.58,71211,0
PEO,60,20230208,120000,91.6,92.22,91.46,91.92,91957,0
PEO,60,20230208,130000,91.92,92.6,91.92,92.6,55258,0
PEO,60,20230208,140000,92.7,92.7,92.32,92.46,38776,0
PEO,60,20230208,150000,92.48,92.74,92.42,92.68,46135,0
PEO,60,20230208,160000,92.68,92.86,92.42,92.76,55000,0
PEO,60,20230208,170000,92.74,93.04,92.12,92.44,156745,0
PEO,60,20230209,100000,93,93.82,92.64,93.8,55294,0
PEO,60,20230209,110000,93.76,94.16,93.66,94,99476,0
PEO,60,20230209,120000,94,95.04,94,94.66,174781,0
PEO,60,20230209,130000,94.62,95.1,94.42,94.98,86151,0
PEO,60,20230209,140000,95,95.44,94.94,94.96,126865,0
PEO,60,20230209,150000,94.96,95.02,94.44,94.64,95487,0
PEO,60,20230209,160000,94.64,94.64,93.74,93.86,94706,0
PEO,60,20230209,170000,93.86,94.44,93.82,94.16,240324,0
PEO,60,20230210,100000,94.12,94.12,92.72,93.18,72518,0
PEO,60,20230210,110000,93.18,93.58,92.82,92.94,109874,0
PEO,60,20230210,120000,92.92,93.14,91.92,92,423058,0
PEO,60,20230210,130000,92.06,92.42,91.7,92.38,116387,0
PEO,60,20230210,140000,92.38,92.62,92.06,92.44,78644,0
PEO,60,20230210,150000,92.4,93.16,92.28,92.54,75054,0
PEO,60,20230210,160000,92.5,92.78,92.08,92.56,105159,0
PEO,60,20230210,170000,92.54,92.6,91.84,91.84,192827,0
PEO,60,20230213,100000,92.86,93.12,91.82,92.26,35620,0
PEO,60,20230213,110000,92.26,92.54,91.74,92.08,94848,0
PEO,60,20230213,120000,92.08,92.44,92.08,92.4,40705,0
PEO,60,20230213,130000,92.46,92.52,92.2,92.5,22822,0
PEO,60,20230213,140000,92.42,92.96,92.4,92.96,28283,0
PEO,60,20230213,150000,92.9,93.06,92.5,92.54,89582,0
PEO,60,20230213,160000,92.54,93.08,92.1,93.08,58631,0
PEO,60,20230213,170000,93.08,93.26,92.5,92.7,118104,0
PEO,60,20230214,100000,93,93.5,92.68,93.22,86720,0
PEO,60,20230214,110000,93.18,93.48,92.8,93.04,167096,0
PEO,60,20230214,120000,93,94.18,92.74,94,117849,0
PEO,60,20230214,130000,94.06,94.16,93.32,93.44,58715,0
PEO,60,20230214,140000,93.42,93.56,93.12,93.24,42910,0
PEO,60,20230214,150000,93.26,93.66,92.82,93.12,107774,0
PEO,60,20230214,160000,93.18,93.3,92.34,93.3,100935,0
PEO,60,20230214,170000,93.26,93.8,93.2,93.66,179646,0
PEO,60,20230215,100000,92.96,93.4,92.66,93.06,68491,0
PEO,60,20230215,110000,93,93.9,93,93.36,32249,0
PEO,60,20230215,120000,93.32,93.7,93.22,93.48,23868,0
PEO,60,20230215,130000,93.54,94.18,93.38,94,31670,0
PEO,60,20230215,140000,94.02,94.36,93.94,94.26,21036,0
PEO,60,20230215,150000,94.26,94.28,93.82,93.82,31522,0
PEO,60,20230215,160000,93.76,94.08,93.6,93.6,30760,0
PEO,60,20230215,170000,93.66,94.1,93.52,93.86,163974,0
PEO,60,20230216,100000,94,94.46,93.66,94.22,58787,0
PEO,60,20230216,110000,94.22,94.3,91.04,92.3,228870,0
PEO,60,20230216,120000,92.26,93.46,92,93.3,209420,0
PEO,60,20230216,130000,93.34,93.7,93.02,93.66,135507,0
PEO,60,20230216,140000,93.6,93.92,93.48,93.6,93307,0
PEO,60,20230216,150000,93.64,93.94,93.3,93.52,152224,0
PEO,60,20230216,160000,93.54,94.74,93.2,94.6,138203,0
PEO,60,20230216,170000,94.46,95.2,94.46,95.16,223994,0
PEO,60,20230217,100000,94.5,94.5,92.7,93.4,86402,0
PEO,60,20230217,110000,93.42,93.72,92.94,93.34,104461,0
PEO,60,20230217,120000,93.32,93.38,93,93.24,27787,0
PEO,60,20230217,130000,93.16,93.2,92.34,92.68,68894,0
PEO,60,20230217,140000,92.64,93.3,92.54,93.16,62919,0
PEO,60,20230217,150000,93.16,93.18,92.42,92.6,74890,0
PEO,60,20230217,160000,92.58,92.7,92.36,92.48,94377,0
PEO,60,20230217,170000,92.52,92.76,92.1,92.1,171650,0
PEO,60,20230220,100000,92.06,92.18,89.92,90,156880,0
PEO,60,20230220,110000,89.98,90.16,89.2,89.58,180987,0
PEO,60,20230220,120000,89.64,90.04,89.42,89.54,191295,0
PEO,60,20230220,130000,89.52,90.1,89.52,90.1,41382,0
PEO,60,20230220,140000,90.1,90.2,89.82,90,38338,0
PEO,60,20230220,150000,90.06,90.6,89.78,90.34,160284,0
PEO,60,20230220,160000,90.32,90.56,90.06,90.22,48036,0
PEO,60,20230220,170000,90.18,90.4,89.92,90.14,140226,0
PEO,60,20230221,100000,89.8,89.98,88.66,88.72,69303,0
PEO,60,20230221,110000,88.66,88.72,87.8,88.3,107832,0
PEO,60,20230221,120000,88.2,88.38,87.7,88.22,68964,0
PEO,60,20230221,130000,88.14,88.18,87.28,87.28,61731,0
PEO,60,20230221,140000,87.32,87.38,86.72,87.3,150703,0
PEO,60,20230221,150000,87.26,87.66,87.06,87.66,49744,0
PEO,60,20230221,160000,87.64,88.2,87.38,87.62,101881,0
PEO,60,20230221,170000,87.64,88.48,87.64,88.34,250184,0
PEO,60,20230222,100000,88.34,88.34,86.46,86.58,104191,0
PEO,60,20230222,110000,86.58,86.96,86.36,86.76,93178,0
PEO,60,20230222,120000,86.76,87.02,86.48,86.64,174892,0
PEO,60,20230222,130000,86.64,86.74,85.9,85.98,65543,0
PEO,60,20230222,140000,85.96,86.52,85.92,86.24,57169,0
PEO,60,20230222,150000,86.22,86.42,86.1,86.38,41935,0
PEO,60,20230222,160000,86.38,86.58,86.12,86.14,167447,0
PEO,60,20230222,170000,86.14,86.46,86.06,86.42,217054,0
PEO,60,20230223,100000,86.38,88.18,86.32,88,121145,0
