<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
KTY,60,20230105,140000,493,493,488,488.5,3578,0
KTY,60,20230105,150000,490,492,482.5,484,6331,0
KTY,60,20230105,160000,484.5,485,482,483.5,1551,0
KTY,60,20230105,170000,482.5,485,480,480,4681,0
KTY,60,20230109,100000,490,494,480,483,5884,0
KTY,60,20230109,110000,482,485,479,480,3372,0
KTY,60,20230109,120000,480,481.5,477.5,480,2071,0
KTY,60,20230109,130000,480,481.5,479.5,480.5,2000,0
KTY,60,20230109,140000,480.5,481.5,476,477,2906,0
KTY,60,20230109,150000,477,479.5,477,479,1862,0
KTY,60,20230109,160000,478,480,477,478,2475,0
KTY,60,20230109,170000,479.5,480.5,476,476,8581,0
KTY,60,20230110,100000,476,486,475,481,3783,0
KTY,60,20230110,110000,481.5,483,477,480,2740,0
KTY,60,20230110,120000,479.5,486,479,483.5,11950,0
KTY,60,20230110,130000,484.5,489,482,487,4079,0
KTY,60,20230110,140000,488.5,493,484,487,8312,0
KTY,60,20230110,150000,487.5,490,485,489.5,3136,0
KTY,60,20230110,160000,489,491.5,483,486.5,10071,0
KTY,60,20230110,170000,488.5,494,485.5,493,17013,0
KTY,60,20230111,100000,493,497,482.5,485,6571,0
KTY,60,20230111,110000,485,485,478,485,18221,0
KTY,60,20230111,120000,485.5,486,481,482,11115,0
KTY,60,20230111,130000,481.5,483,476,477.5,5061,0
KTY,60,20230111,140000,476.5,480,476.5,478.5,1734,0
KTY,60,20230111,150000,479.5,481,477.5,478.5,2993,0
KTY,60,20230111,160000,479,479.5,472.5,475.5,4757,0
KTY,60,20230111,170000,475.5,478.5,473,474.5,4643,0
KTY,60,20230112,100000,477.5,482,472.5,473.5,3612,0
KTY,60,20230112,110000,475,479,474,477.5,2117,0
KTY,60,20230112,120000,477.5,479.5,474,478,2664,0
KTY,60,20230112,130000,478,479,476.5,478,1371,0
KTY,60,20230112,140000,477,478,476,478,2001,0
KTY,60,20230112,150000,477.5,482,474,481.5,4559,0
KTY,60,20230112,160000,481,481,472.5,475,2959,0
KTY,60,20230112,170000,476,476,470.5,472,5007,0
KTY,60,20230113,100000,477,477,470.5,471,1946,0
KTY,60,20230113,110000,471.5,473.5,468,471,2420,0
KTY,60,20230113,120000,472.5,474,471,473.5,1381,0
KTY,60,20230113,130000,473.5,476.5,473.5,476,2292,0
KTY,60,20230113,140000,475.5,479.5,475.5,478,1990,0
KTY,60,20230113,150000,477.5,479,474,476.5,3274,0
KTY,60,20230113,160000,476.5,477,473,477,2288,0
KTY,60,20230113,170000,476,477,474.5,474.5,4503,0
KTY,60,20230116,100000,478,479,475,476,1598,0
KTY,60,20230116,110000,476,477,475,476,1461,0
KTY,60,20230116,120000,476,476,474.5,476,924,0
KTY,60,20230116,130000,476,476,475,476,737,0
KTY,60,20230116,140000,476,476,475,476,745,0
KTY,60,20230116,150000,476,476,475,476,983,0
KTY,60,20230116,160000,476,476,474.5,474.5,3793,0
KTY,60,20230116,170000,475,475.5,473.5,474,2487,0
KTY,60,20230117,100000,476,480.5,476,478.5,1506,0
KTY,60,20230117,110000,479.5,485,479.5,484,2253,0
KTY,60,20230117,120000,482.5,485,481,482.5,618,0
KTY,60,20230117,130000,482.5,486.5,482,486.5,2129,0
KTY,60,20230117,140000,486.5,487.5,485.5,486,718,0
KTY,60,20230117,150000,486,488.5,486,488,1859,0
KTY,60,20230117,160000,488.5,493.5,488,493.5,58766,0
KTY,60,20230117,170000,493.5,494,483,484.5,3202,0
KTY,60,20230118,100000,490.5,490.5,485,486,2824,0
KTY,60,20230118,110000,487,487,480.5,483.5,2167,0
KTY,60,20230118,120000,483.5,484.5,481.5,484.5,1105,0
KTY,60,20230118,130000,484,484,482,484,675,0
KTY,60,20230118,140000,484,484,479,481,4348,0
KTY,60,20230118,150000,481.5,485,480,485,6753,0
KTY,60,20230118,160000,485,490,484.5,485,14029,0
KTY,60,20230118,170000,485.5,486,481,481,9706,0
KTY,60,20230119,100000,481.5,485,479,481,3225,0
KTY,60,20230119,110000,481,486,481,486,3136,0
KTY,60,20230119,120000,486,487,483.5,487,2446,0
KTY,60,20230119,130000,487,487.5,480.5,481.5,1824,0
KTY,60,20230119,140000,481.5,484.5,481,483.5,2704,0
KTY,60,20230119,150000,484.5,486.5,483.5,486.5,1446,0
KTY,60,20230119,160000,486,488,484.5,486.5,3702,0
KTY,60,20230119,170000,486.5,489,483,487,6557,0
KTY,60,20230120,100000,489.5,489.5,480,483.5,2181,0
KTY,60,20230120,110000,482.5,483.5,480.5,480.5,1980,0
KTY,60,20230120,120000,480.5,481.5,479.5,480,1436,0
KTY,60,20230120,130000,480,480,478.5,479.5,1176,0
KTY,60,20230120,140000,480.5,482,480,482,1050,0
KTY,60,20230120,150000,482,483,480,481,1666,0
KTY,60,20230120,160000,481,483,480,482.5,2060,0
KTY,60,20230120,170000,483.5,484,479.5,480,6024,0
KTY,60,20230123,100000,486,486.5,483,483.5,1560,0
KTY,60,20230123,110000,483.5,486,482.5,482.5,1586,0
KTY,60,20230123,120000,482.5,486,481,485,1357,0
KTY,60,20230123,130000,486,486,482.5,484.5,1327,0
KTY,60,20230123,140000,484,489,484,487,10580,0
KTY,60,20230123,150000,487.5,489,484.5,484.5,2647,0
KTY,60,20230123,160000,484.5,486.5,483.5,485.5,1904,0
KTY,60,20230123,170000,485.5,488,481,485.5,4180,0
KTY,60,20230124,100000,488,490.5,486,488.5,3140,0
KTY,60,20230124,110000,489,490,488,489.5,5718,0
KTY,60,20230124,120000,489.5,490,487,490,1871,0
KTY,60,20230124,130000,489.5,489.5,486,486.5,2593,0
KTY,60,20230124,140000,486.5,487,485.5,487,1316,0
KTY,60,20230124,150000,486,487,483.5,484,1592,0
KTY,60,20230124,160000,484,487,482.5,487,2116,0
KTY,60,20230124,170000,485.5,487.5,482.5,483.5,2626,0
